,job_title,company_name,summary,city,location,salary,date
994,Node.js Web Developer,Learning Yogi,Integrate educational games built by our game developers into the platform. We are looking for Node.js Web Developers who can develop efficient server-client...,bangalore,"Bengaluru, Karnataka",Not Available,30+ days ago
995,Web Developer,Moback technologies india pvt ltd,"Web Developer JD*. We’re looking for experienced, passionate frontend developer to work on our team to be responsible for the coding, innovative design, and...",bangalore,"Bengaluru, Karnataka",Not Available,23 days ago
996,Software Engineer,kredily,"Integration of user-facing elements developed by front-end developers with server-side logic. Currently, you should be a 2-4 years experienced Back-End Web...",bangalore,"Bengaluru, Karnataka",Not Available,15 days ago
997,PHP Web Developer,Activ Dr Online India Pvt Ltd,Full Stack PHP developer * Strong PHPFundamentals * Strong OOPS Fundamentals / PHPobjet/MVC * Mini 5 years coding experience in PHP/MySQL * Strong...,bangalore,"Bengaluru, Karnataka",Not Available,30+ days ago
998,Software Developer - Customer Success,Brinqa,We are looking for a well-rounded developer who can think strategically and deliver tactical implementations....,bangalore,"Bengaluru, Karnataka",Not Available,Not Available
999,Software Developer - Customer Success,Brinqa,We are looking for a well-rounded developer who can think strategically and deliver tactical implementations....,bangalore,"Bengaluru, Karnataka",Not Available,Not Available
1000,Urgent opening for PHP Developer in Bangalore,Mamun Solutions,Urgent opening for PHP Developer in Bangalore*. We are looking for a PHP Developer responsible for managing back-end services and the interchange of data...,bangalore,"Bengaluru, Karnataka",Not Available,30+ days ago
1001,Frontend Developers,Ittisa creative rebels,"As a front-end developer at Ittisa, you should be proactive and an eager and quick learner. Strong analytical and logical skills are expected along with a...",bangalore,"Bengaluru, Karnataka",Not Available,15 days ago
1002,Web Engineer - Front End / Front End Developer / UI Developer,Softway Solutions Pvt Ltd,Front End Developer / UI Deeveloper. Assist back-end developers in coding and troubleshooting. Understanding of layout aesthetics and a rigor for programming...,bangalore,"Bengaluru, Karnataka",Not Available,8 days ago
1003,Developer_Linux/Unix Administrator,SuccessFactors,"Developer _Unix / Linux Administrator (T1/T2). From the back office to the boardroom, warehouse to storefront, on premise to cloud, desktop to mobile device –...",bangalore,"Bengaluru, Karnataka",Not Available,15 days ago
1004,Developer_Linux/Unix Administrator,SAP,"Developer _Unix / Linux Administrator (T1/T2). From the back office to the boardroom, warehouse to storefront, on premise to cloud, desktop to mobile device –...",bangalore,"Bengaluru, Karnataka",Not Available,15 days ago
1005,Android Developer Intern - Backend (6 months),Piggy,"Piggy - Investment App for Indians We are democratising finance and financial advice, bringing it within reach of millions of Indians. Like in most pressing...",bangalore,"Bengaluru, Karnataka",Not Available,30+ days ago
1006,Web Developer / Angular JS,BuyBackBazaar,"Cooperating with the back-end developer in the process of building the RESTful API. Who can think in “Angular” way, which is a set of rules and practices that...",bangalore,"Bengaluru, Karnataka",Not Available,30+ days ago
1007,Full Stack Developer,honey badger labs,"With us you can build skills in all aspects of developing and deploying a solution – right from handling the back end aspects like server setup and deployment,...",bangalore,"Bengaluru, Karnataka",Not Available,1 day ago
1008,Full Stack Developer,Betterhalf Private Limited,Below is a list of several skills required to deliver on responsibilities for the Full-Stack developer role:. What is the company about?*....,bangalore,"Bengaluru, Karnataka",Not Available,15 days ago
1009,FULL STACK DEVELOPER,GATELENGTH TECHNOLOGY PRIVATE LIMITED,"Our Full Stack developer must have knowledge in all stages of software development. You’ll be working alongside other engineers and developers, collaborating on...",bangalore,"Bengaluru, Karnataka",Not Available,30+ days ago
1010,Back End Developer,My Dream Store (www.mydreamstore.in),"* Key Skills: Javascript, jQuery, CSS, HTML * Strong focus on User experience * Knowledge of git and agile development practices * Strong computer science...",hyderabad,"Hyderabad, Telangana",Not Available,5 days ago
1011,Back end Developer,Accueil Group,"Job description You will be responsible for implementing secure, transactional applications with optimized and responsive UI, integrated with web-based...",hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1012,Back end Developer (BW and HANA),Carbynetech pvt ltd,JOB DESCRIPTION:  Hands on experience of BW on HANA data modeling * HANA data modeling Building custom extractors * Authorization and Security * BEX...,hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1013,.NET and SharePoint Back-End developer,Jnit Technologies,"We have an urgent requirement for .NET and SharePoint Back-End developer. Back-End Developer is responsible for design, development and implementation of new...",hyderabad,"Hyderabad, Telangana",Not Available,19 days ago
1014,UI Developer,Sixpath Technologies,Cooperating with the back-end developer in the process of building the RESTful API. Prior experience should include the development and maintenance of large...,hyderabad,"Hyderabad, Telangana","
                ₹15,000 - ₹24,000 a month",27 days ago
1015,Web Designer & Developer,Cent Solution Technical Services Pvt Ltd.,"Integrating data from various back end services and databases.Create and maintain software documentation. Writing well designed, efficient code by using best...",hyderabad,"Hyderabad, Telangana",Not Available,30 days ago
1016,Senior UI/UX Developer,ServiceNow,Collaborate with back-end developers (Services and Database) to ensure seamless flow and interactivity....,hyderabad,"Hyderabad, Telangana",Not Available,7 days ago
1017,Android Application Developer for Freshers,Dodoteks,You will be working along-side other engineers and developers working on different layers of the infrastructure....,hyderabad,"Hyderabad, Telangana","
                ₹1,80,000 - ₹2,40,000 a year",15 days ago
1018,urjent Openings For Wordpress Developers,Exadata Consulting Pvt Ltd,"We are seeking a WordPress Developer responsible for both back-end and front-end development, including creating WordPress themes and plugins....",hyderabad,"Hyderabad, Telangana","
                ₹10,000 - ₹15,000 a month",30+ days ago
1019,Backend Node.js Developer,Cambio Consulting,Hiring for Back end Node.js Developer at Hyderabad Location with product Based MNC. Please find the below JD:....,hyderabad,"Hyderabad, Telangana",Not Available,4 days ago
1020,Software Developer,mother it solutions,You will be working along-side other engineers and developers working on different layers of the infrastructure....,hyderabad,"Hyderabad, Telangana",Not Available,4 days ago
1021,SQL Developer,PSR Express Services,Job Summary SQL Server is a relational database management system (RDBMS) from Microsoft designed for the enterprise environment. SQL Server adds a number...,hyderabad,"Hyderabad, Telangana","
                ₹20,000 - ₹30,000 a month",30+ days ago
1022,UI/UX Web Designer - Frontend Web Developer,Anveen Networks Private Limited,"Frontend Web developer, You will work with the UI/UX designer and bridge the gap between graphical design and technical implementation, taking an active role on...",hyderabad,"Gachibowli, Hyderabad, Telangana","
                ₹1,50,000 - ₹5,00,000 a year",6 days ago
1023,WordPress Integrator-Walk In's/17th Feb/Saturday/10am-4pm,vSplash,"We are seeking a WordPress Developer and Designer, responsible for both back-end and front-end development, including creating WordPress themes and plugins....",hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1024,UI/UX Developer,Dream Tékís Software Pvt. Ltd.,Designing webpage layout and creating back up files. The developer has to create website layout/user interface by using standard WordPress & HTML/CSS practices....,hyderabad,"Hyderabad, Telangana",Not Available,14 days ago
1025,Analyst I,Bank of America,Back to job search results. The Developer is expected to learn the business and technical components of an application and Work with their peers to follow...,hyderabad,"Hyderabad, Telangana",Not Available,8 hours ago
1026,iOS Developer & Android Developer,Inspiring wave digitech,"We are looking for an iOS developer responsible for the development, testing, and maintenance of applications aimed at a range of iOS devices including mobile...",hyderabad,"Hyderabad, Telangana","
                ₹1,25,000 - ₹6,00,000 a year",12 days ago
1027,Android Developer & ios developer,4Tech software solutions,You will be working along-side other engineers and developers working on different layers of the infrastructure....,hyderabad,"Hyderabad, Telangana","
                ₹2,00,000 - ₹3,00,000 a year",30+ days ago
1028,UI Developer,deloz technologies fz,"Job Summary * JOB FUNCTIONIT / Telecom - Software * INDUSTRYIT-Software * SPECIALIZATIONApplication Programming , Graphic Designing / Animation / Web...",hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1029,"Hiring ""Thunderhead Developer"" position for South Dublin, Ireland Loaction",Test Triangle Pvt Ltd,Smart Communication – Thunderhead Developer.  Support analysis of results reported back from integration tests and user acceptance tests....,hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1030,"PHP Developer (1-3 years) with Web Services,15 Days Joiners",Voxvalley Technologies,Integration of user-facing elements developed by front-end developers. We are looking for a PHP Developer responsible for managing back-end services and the...,hyderabad,"Hyderabad, Telangana",Not Available,21 days ago
1031,Wordpress Developer - Photoshop,Hashpup,Wordpress Developer - Photoshop (4-10 yrs). Graduate/Engineers with 4+ years of experience....,hyderabad,"Hyderabad, Telangana","
                ₹30,000 - ₹50,000 a month",5 days ago
1032,PHP developers,Client of eProSupport Consulting & Solutions,We are looking for a php developer work on web applications and websites with 1 - 2 years of experience. Responsibilities and Duties*....,hyderabad,"Hyderabad, Telangana","
                ₹15,000 - ₹18,000 a month",13 days ago
1033,Web Developer Intern,Alivioo,"Web Developer Job Duties*. We are looking for an outstanding Web Developer to be responsible for the coding, innovative design, and layout of our website....",hyderabad,"Hyderabad, Telangana",Not Available,25 days ago
1034,Software Engineer Trainee,HRK,We are seeking a talented Front End Developer to take ownership of the front-end development and HTML/CSS development for our corporate web site....,hyderabad,"Hyderabad, Telangana","
                ₹5,000 - ₹10,000 a month",30+ days ago
1035,"Highly Experienced Scala, JDBC, Ionic Developers",My Legacy Logs Pvt Ltd,Integration of user-facing elements developed by a front-end developers with server side logic. We are looking for a Back-End Web Developer responsible for...,hyderabad,"Hyderabad, Telangana","
                ₹7,20,000 a year",19 days ago
1036,AngularJS Developer,Exadata Consulting Pvt Ltd,Delivering a complete front end application. We are looking for an Angular JS Developer responsible for the client side of our service....,hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1037,Android Freelancer,urbanxmedia,We're looking for an Android developer responsible for the development and maintenance of applications aimed at a vast number of diverse Android devices....,hyderabad,"Hyderabad, Telangana","
                ₹8,000 - ₹10,000 a month",14 days ago
1038,PHP Developers,Sreenidhi Information Technologies Pvt Ltd,"Good knowledge of front end technologies such as HTML, CSS, jQuery and how they play with back end services....",hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1039,Laravel Developer,Nihar Info Global Ltd,"Job Role:  Laravel Developer Experience:  2-5yrs Qualification:  B.Tech/BE, MCA, MBA, Any Graduate Job Description:  Should have working...",hyderabad,"Secunderabad, Telangana",Not Available,5 days ago
1040,Frontend Developer,Weblink Solutions,Delivering a complete front end application. We are looking for an Angular and or React/Vue Developer responsible for the client side of our service....,hyderabad,"Hyderabad, Telangana",Not Available,18 days ago
1041,IMMEDIATE OPENINGS FOR WEB DESIGNER,TechSteeds Global Services Pvt Ltd,"We are seeking a WordPress Developer responsible for both back-end and front-end development, including creating WordPress themes and plugins....",hyderabad,"Hyderabad, Telangana",Not Available,7 days ago
1042,Word Press Developer,TECALLIANZ,"Word press developer experienced Only*. CSS ,HTML, Java script, Word press, PHP, J Query, Web Development ,Front End, Web Technologies ,Problem Solving....",hyderabad,"Hyderabad, Telangana","
                ₹2,50,000 a year",30+ days ago
1043,Program Developer,CHRP-INDIA PVT LTD,You will be responsible of websites front end and back end development and Create solutions to support users....,hyderabad,"Hyderabad, Telangana","
                ₹96,000 - ₹3,00,000 a year",30+ days ago
1044,Software Engineer,Jeta Software India Private Limited,Front end and back end coding. We have an exciting opportunity for a Java Developer to join our Development team....,hyderabad,"Hyderabad, Telangana","
                ₹1,00,000 - ₹3,00,000 a year",30+ days ago
1045,PHP Full Stack Developer,Desprin Enterprises Pvt Ltd,Full stack developer Location :  Hyderabad Experience :  1 – 5 Years Job Description :  Full stack developer * Design of the overall architecture of...,hyderabad,"Hyderabad, Telangana","
                ₹4,00,000 - ₹10,00,000 a year",2 days ago
1046,Software Engineer - Full Stack Developer,My Legacy Logs Pvt Ltd,Integration of user-facing elements developed by a front-end developers with server side logic. We are looking for a Back-End Web Developer responsible for...,hyderabad,"Hyderabad, Telangana","
                ₹4,80,000 - ₹10,00,000 a year",30+ days ago
1047,FRONTEND DEVELOPER - HTML5/CSS3/JAVASCRIPT AND RWD,IMNZU Technologies Ptv. Ltd.,"Work closely with teams, UX designers and back-end engineers to implement front end solutions. 3+ yrs experience on HTML5, CSS3/Bootstrap, JS and JQUERY....",hyderabad,"Hyderabad, Telangana",Not Available,1 hour ago
1048,Urgent Requirement of Mobile Application Developer,SS Global Tech Solutions Private Limited,"We are in search of a Mobile Application Developer, who will be responsible for developing *Hybrid Mobile Application*....",hyderabad,"Hyderabad, Telangana","
                ₹15,000 - ₹60,000 a month",27 days ago
1049,"WordPress Integrator (Hyderabad, India)",VSplash Tech Labs,"We are seeking a WordPress Developer and Designer, responsible for both back-end and front-end development, including creating WordPress themes and plugins....",hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1050,Full Stack Developer,Proppick solutions,"Front-End * Web fundamentals like HTML, JavaScript, and CSS * CSS preprocessors like Sass or LESS * JavaScript frameworks like AngularJS, React, or Ember etc....",hyderabad,"Hyderabad, Telangana","
                ₹2,50,000 - ₹3,50,000 a year",9 days ago
1051,PHP Software Developer,Harvest Software Solutions Pvt Ltd,"Harvest Software Solutions Pvt Ltd looking for a PHP Laravel Developer responsible for managing front-end, back-end and web services for any application and the...",hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1052,Full Stack Developer,IODevOps Services Inc,Provide technical input and work in close association with other developers. Strong development skills in database design and development for database developer...,hyderabad,"Hyderabad, Telangana","
                ₹30,000 - ₹40,000 a year",21 days ago
1053,WEBSITE DESIGNER/DEVELOPER & SEO,APPSY,Education - BTech/B.E or equivalentEmployment Type - Full timeExperience - 1+ years of experienceRole - Software DeveloperSoft Skills - Independent and...,hyderabad,"Hyderabad, Telangana","
                ₹2,50,000 - ₹5,00,000 a year",30+ days ago
1054,WEB Developer,Aptinova Business Services Pvt.ltd,"Web developer responsibilities include building our website from concept all the way to completion from the bottom up, fashioning everything from the home page...",hyderabad,"Hyderabad, Telangana","
                ₹15,000 - ₹20,000 a month",13 days ago
1055,Web Developer,Avantsy Technologies Pvt. Ltd.,Cooperating with the back-end developer in the process of building the RESTful API. We are looking for a Web developer with a strong interest to learn new...,hyderabad,"Hyderabad, Telangana","
                ₹1,00,000 - ₹5,00,000 a year",2 days ago
1056,Front-End Web Developer,egnify technologies,We are looking for a Front-End Web Developer who is motivated to combine the art of design with the art of programming. JOB FUNCTIONIT / Telecom - Software....,hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1057,.NET Developer,Bhuma Infrastructure,We are seeking 1+ yr .NET developer responsible for building .NET applications using *{{Insert specific .NET languages and technologies here that are relevant...,hyderabad,"Hyderabad, Telangana","
                ₹12,000 - ₹16,000 a month",30+ days ago
1058,UI Developer and Designer,Synycs Enterprises PVT LTD,"Every front-end developer is expected to have a proficient knowledge of JavaScript, while most front-end developers should know jQuery.Good understanding of...",hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1059,Web Developer,AppCloud Software Solutions Pvt Ltd,Node JS for back end development. Delivering a complete front end application. AngularJS Angular 2 front end development application....,hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1060,.net developer,v hire infotech,"* JOB FUNCTIONIT / Telecom - Software * INDUSTRYConsulting Services * SPECIALIZATIONApplication Programming , Database Administration ( DBA ) , Software...",hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1061,Software Engineer,Digicall Teleservices,"We are seeking a Software Developer responsible for both back-end and front-end development in PHP/WordPress, including creating WordPress themes and plugins....",hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1062,Web/UI Developer,Yagna Technologies,"We are looking for an outstanding Web Developer to be responsible for the coding, innovative design and layout of our website....",hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1063,PHP Web Developer,Ebishub,Position open for *PHP DEVELOPER*. Integration of user-facing elements developed by front-end developers. We are looking for a PHP Developer responsible for...,hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1064,PHP Web Developer,Illusionz Media Pvt Ltd,Integration of user-facing elements and act as front-end developers. We are looking for a PHP Developer responsible for managing back-end services and the...,hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1065,Software Development Engineer II,Amazon.com,"Software Engineer, Software Development Engineer, Software Developer, Mobile Software Development Engineer, Front-end Software Development Engineer, Back-end...",hyderabad,"Hyderabad, Telangana",Not Available,5 days ago
1066,Web Designer/Integrator (Wordpress),vSplash Techlabs Pvt Ltd,"We are seeking a WordPress Developer and Designer, responsible for both back-end and front-end development, including creating WordPress themes and plugins....",hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1067,Web Developer - Engineer I,Amazon.com,Amazon Transportation Systems team is looking for a Web Development Engineer with experience quickly iterating on front-end interfaces and a working knowledge...,hyderabad,"Hyderabad, Telangana",Not Available,7 days ago
1068,PHP Developer (IN),Agile CRM,"Develop plugins and integrations to content management systems like Wordpress, Drupal, Magento etc. - Design & develop the modules single handedly from back...",hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1069,Mobile Developer - IONIC Framework,HiveBox Solutions Pvt Ltd,"We are looking ' Mobile Developer' with 2-3 years of experience. To complete all of the deliverable, the right developer will have experience in the following:....",hyderabad,"Hyderabad, Telangana",Not Available,2 days ago
1070,Angular cum development,Vetrotech soft solutions,Delivering a complete front end application. We are looking for an AngularJS Developer responsible for the client side of our service....,hyderabad,"Hyderabad, Telangana","
                ₹25,000 - ₹50,000 a month",7 days ago
1071,Android Developer,Corpus Software,"Strong knowledge of Android SDK, different versions of Android, and how to deal with different screen sizes Familiarity with RESTFUL APIs to connect Android...",hyderabad,"Hyderabad, Telangana",Not Available,30 days ago
1072,Full Stack Developer,Escapade Technologies,We have an Immediate requirement for a Full stack developer to work on a new project of ours. The Candidate must have complete knowledge in all stages of...,hyderabad,"Hyderabad, Telangana",Not Available,1 day ago
1073,Full Stack Developer,Ennoble Technologies,Job Summary xFRONT END TECHNOLOGIES * HTML * CSS * JAVASCRIPT * JQUERY * BOOTSTRAP FRAMEWORK * JS (OR) VUE.JS * TRUFFLE * WEB3 *BACK END...,hyderabad,"Hyderabad, Telangana",Not Available,23 days ago
1074,Full Stack Developer,Vedhas Technology Solutions Private Limited,The developer will also have strong experience in building usable/user-friendly web front-ends/interfaces. Our Full Stack developer must have knowledge in all...,hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1075,Full Stack Developer,hetero healthcare,* We have Urgent Opening for Ful Stack Developer for Our Company.   JD: - * Required skills: * Experience of 2 to 4 years. * Proficient knowledge of a back...,hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1076,AngularJS Developer,Excel soft services India Private Limited,Delivering a complete front end application. We are looking for an Angular JS Developer responsible for the client side of our service....,hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1077,PHP Developer,Techsteeds Global Services Pvt Ltd,Strong leadership and people skills to manage all front end and back end engineers and scale the team forward. IMMEDIATE REQUIREMENT FOR PHP 3+ YEARS EXPERIENCE...,hyderabad,"Hyderabad, Telangana",Not Available,2 days ago
1078,PHP Developer,Cogai solutions,"We’re looking for an experienced full stack developer for our product platform. To complete all of the deliverables, the right developer will have experience in...",hyderabad,"Hyderabad, Telangana",Not Available,16 days ago
1079,PHP Developer,CGXPERTS,Integration of user-facing elements developed by front-end developers. We are growing rapidly and are seeking PHP Developers to join our experienced web...,hyderabad,"Hyderabad, Telangana",Not Available,23 days ago
1080,PHP Developer,Ak&S,Back end code development on dynamic database driven websites for international clients receives hits in millions. A seasoned programmer with exposure to PHP....,hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1081,PHP DEVELOPER,we4it services,"Integration of user-facing elements developed by front-end developers. Hi, we are having an immediate requirement for PHP developer experience....",hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1082,PHP Developer,Accueil Group,"A minimum of 4 years professional experience using PHP, HTML, CSS & AJAX to develop the front and back end of large scale web applications. Sr....",hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1083,.Net Developer,Techtuners,We are seeking a .NET developer responsible for building ASP.NET web applications using {Insert specific .NET languages and technologies here that are relevant...,hyderabad,"Hyderabad, Telangana","
                ₹4,00,000 - ₹5,00,000 a year",30+ days ago
1084,Senior UI Developer,Risebird,"Frontend Web developer, You will work with the UI/UX designer and bridge the gap between graphical design and technical implementation, taking an active role on...",hyderabad,"Hyderabad, Telangana","
                ₹6,00,000 - ₹20,00,000 a year",30+ days ago
1085,PHP Wordpress Developer,Tecnolynx,"We are looking for WordPress Developer (2-3year experience) responsible for both back-end and front-end development, including creating WordPress themes and...",hyderabad,"Hyderabad, Telangana","
                ₹3,00,000 - ₹3,60,000 a year",30+ days ago
1086,Application Support Developer,Pythian,Application Support Developer. Pythian is seeking an Application Support Developer you will work as part of an agile continuous delivery team and collaborate...,hyderabad,"Hyderabad, Telangana",Not Available,19 days ago
1087,Software Developer,Eze Software Group,"Eze Software Group is a premier provider of global investment technology to support the front, middle and back office....",hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1088,Software Developer 3,Oracle,Software Developer 3-17001HUY. Provide technical leadership to other software developers. Memory management (Tcmalloc) and crash debugging working experience...,hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1089,Sr. C# .NET Developer (Back End),Sundeep Adivishnu,"Design, build, and maintain efficient, reusable, and reliable C# code. Ensure the best possible performance, quality, and responsiveness of applications....",hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1090,Front End Developer,iPowerFour,"We are looking for Front End Developer who will be responsible for developing websites using the latest web technologies i.e., HTML5, CSS3, JavaScript, Angular...",hyderabad,"Hyderabad, Telangana",Not Available,15 days ago
1091,Sr. PHP Developer,PGR E-Commerce Private Limited,We are looking for a PHP Developer (Laravel) responsible for managing back-end services and the interchange of data between the server and the users....,hyderabad,"Hyderabad, Telangana","
                ₹35,000 - ₹40,000 a month",13 days ago
1092,UI developer and UX designer,MW informatics,For UI Developer:. Collaborate with back-end developers and web designers to improve usability. Urgent requirement for UI Developer and UX designer(Graphic...,hyderabad,"Hyderabad, Telangana",Not Available,5 days ago
1093,PHP Developer Codeigniter,IKHYA Technologies,Strong leadership and people skills to manage all front end and back end engineers and scale the team forward....,hyderabad,"Hyderabad, Telangana","
                ₹10,000 - ₹15,000 a month",2 days ago
1094,PHP Developer,Fortune Brains Creative Solutions Pvt. Ltd,"PHP Developer is responsible for writing web-side application logic and usually develop back end components, connect the application with the other web services...",hyderabad,"Madhapur, Hyderabad, Telangana","
                ₹15,000 - ₹25,000 a month",14 days ago
1095,PHP Developer,FORTUNE BRAINS CREATIVE SOLUCTIONS .PVT.LTD,"Php Developer usually develop back end components, connect the application with the other web services, and support the front-end web end developers by...",hyderabad,"Hyderabad, Telangana","
                ₹15,000 - ₹25,000 a month",21 days ago
1096,UI developer with UX design,Lares Global Limited,UI Developer is responsible for translation of the UI/UX design wireframes to actual code that will produce visual elements of the application....,hyderabad,"Hyderabad, Telangana",Not Available,3 hours ago
1097,UI Developer,"Microexcel, Inc.",Working experience of Java back-end as UI Developer is preferred. Proven UI experience....,hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1098,UI Developer,Benerg,Help back-end developers with coding and troubleshooting. Collaborate with back-end developers and web designers to improve usability....,hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1099,Urgent Requirement - Back-End Developer (PHP Developer),What's In a Name Creatives India Pvt. Ltd,Back End Developer:. Front End Developer:. Back End (PHP DEVELEOPER) with What's In a Name Creatives India Pvt....,hyderabad,"Hyderabad, Telangana","
                ₹3,00,000 - ₹4,20,000 a year",9 days ago
1100,Ui developer&ui designer,lares global limited,"We are looking for an AngularJS Developer responsible for the client side of our service. You will work in a team with the back-end developer, and communicate...",hyderabad,"Hyderabad, Telangana",Not Available,3 hours ago
1101,Mean Stack Developer/AngularJS,Proxim Quest IT Solutions,"Design and implement APIs in support of front-end services and help create a highly scale-able, flexible, and secure back end....",hyderabad,"Hyderabad, Telangana",Not Available,5 days ago
1102,Angular JS Developer,Spark Infosys,Delivering a complete front end application. More than 1+ Year Real Time Experience....,hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1103,Urgent Opening for Web Designers,HARRINII TECHNOSYS,Collaborate with back-end developers and web designers to improve usability. We are looking for a talented Web Designer to create amazing user experiences....,hyderabad,"Hyderabad, Telangana","
                ₹10,000 - ₹30,000 a month",30+ days ago
1104,Database Engineer,SCA Technologies,Work with middle-tier developers to integrate back-end database code with business applications. What Database Engineers do at SCA....,hyderabad,"Hyderabad, Telangana",Not Available,8 days ago
1105,Web Designer,vSplash Techlabs Pvt Ltd,"We are seeking a WordPress Developer and Designer, responsible for both back-end and front-end development, including creating WordPress themes and plugins....",hyderabad,"Hyderabad, Telangana",Not Available,30+ days ago
1106,SR .NET DEVELOPERS,Mind Tree Solutions,Job Responsibilities of the Senior PHP Developer:. Should have the ability to work in an Agile enviornment and build a strong team of web developers and web...,hyderabad,"Hyderabad, Telangana",Not Available,5 days ago
1107,PHP Developer,Vahtek,"Develop back-end components, connect the application with the other (often third-party) web services, and support the front-end developers by integrating their...",hyderabad,"Hyderabad, Telangana","
                ₹2,50,000 - ₹6,00,000 a year",19 days ago
1108,PHP Developer,J H Web Solutions,End services that integrate with other products. Build and implement front-end web applications and back. Solve complex performance problems and architectural...,hyderabad,"Hyderabad, Telangana","
                ₹1,50,000 - ₹3,00,000 a year",30+ days ago
1109,PHP Developer,Search Engine Labs,"Job Summary 1 year experience in web development and UI development experience is required. Experience in designing, marking up, developing the UI of...",hyderabad,"Hyderabad, Telangana","
                ₹1,50,000 - ₹3,50,000 a year",30+ days ago
1110,Back End Developer,Synechron Technologies,"Looking out for a Back End and a Fullstack developers. Will be looking for resource with Core java, Spring and Hibernate with Angular JS OR Ext JS....",pune,"Pune, Maharashtra","
                ₹4,00,000 - ₹20,00,000 a year",30+ days ago
1111,Back-End Developer,Metapercept Technology Services,"Job Type: Permanent Location: Pune, Maharashtra Education: BE/ BTech/ MCA/ BCA/ Graduate/ Masters’ Experience: 1-4 Years Key skills: PHP, Codeigniter, PHP...",pune,"Pune, Maharashtra",Not Available,30+ days ago
1112,Back end developer,Brainitec,"Looking for enthusiastic individual with strong skills on PHP frameworks, object oriented programming, database. Good to have - UI/UX experience Work...",pune,"Pune, Maharashtra",Not Available,30+ days ago
1113,Back End Developer,Citryx Solutions,Integration of user-facing elements developed by front-end developers with server-side logic. We are looking for a Back-End Web Developer who will be...,pune,"Pune, Maharashtra","
                ₹20,000 - ₹25,000 a month",30+ days ago
1114,Web Designer [ Freshers Can Apply ],Xenlogic Technologies,Delivering a complete front end application. We are looking for an AngularJS Developer responsible for our project....,pune,"Pune, Maharashtra",Not Available,30+ days ago
1115,Web and Back-end Developer (6m-1yr),Augment Deck Technologies LLP,Candidate should have done at least 2-3 dynamic websites (Front end as well as back-end). We are looking forWeb and Back-end Developerto join our company as...,pune,"Pune, Maharashtra",Not Available,27 days ago
1116,Developers,SocialChamps,"Job Designation: Developer Job Location: Pune Qualification: MSc(Computer Science), MCS, BCS, B.E (I.T) with 2 to 3 years of relevant experience....",pune,"Pune, Maharashtra",Not Available,30+ days ago
1117,Hadoop Developers,CompuMatrice,"Experience - 4 to 6 Years, Positions - 3 Experience - 8+ Years, Positions - 1 Location - Pune Skills Required -Hadoop version 2xx-3xx, Hive, Pig, HBase,...",pune,"Pune, Maharashtra",Not Available,30+ days ago
1118,AngularJS Developer,Aquaspade Pvt. Ltd.,"Cooperating with the back-end developer in the process of building the RESTful API. Strong Knowledge of AngularJS, AngularJS2, AngularJS4, Jscript, JQuery,...",pune,"Baner, Pune, Maharashtra","
                ₹15,000 - ₹30,000 a month",30+ days ago
1119,Backend API + Database developer,Sycamore,"Back-end API + Database developer-. 2+ years of experience in API development, Strong SQL experience,....",pune,"Pune, Maharashtra","
                ₹7,50,000 - ₹12,00,000 a year",8 days ago
1120,Freelance Web Developer (PROJECT BASED),ClickmyTech Solutions LLP,"Note: This is a CONTRACTUAL and COMMISSION based role. Those candidates who are looking for Full-Time/Part-Time/Hourly job, PLEASE DO NOT APPLY. The Services...",pune,"Pune, Maharashtra",Not Available,13 days ago
